MINIREK BAROMETER ALTITUDE	MINIREK BAROMETER ALTITUDE	MINIREK BAROMETER PRESSURE	MINIREK BAROMETER PRESSURE	MINIREK BAROMETER ALTITUDE	MINIREK BAROMETER ALTITUDE	SYSTEM META RECEIVED_TIMESECONDS	SYSTEM META RECEIVED_TIMESECONDS	
X	Y	X	Y	X	Y	X	Y	
1541280779.121313	676.57177734375	92917.0	92917.0	1541281101.0596921	787.6557006835938			
1541280779.2010849	676.7495727539062	92922.0	92922.0	1541281101.1555688	789.093505859375			
1541280779.281003	676.9273681640625	92927.0	92927.0	1541281101.251733	788.5543212890625			
1541280779.361131	676.8384399414062	92928.0	92928.0	1541281101.3313541	787.4760131835938			
1541280779.393122	677.0162353515625	92928.0	92928.0	1541281101.411343	787.4760131835938			
1541280779.50491	676.7495727539062	92927.0	92927.0	1541281101.491344	788.1948852539062			
1541280779.584935	676.39404296875	92923.0	92923.0	1541281101.507336	788.10498046875			
1541280779.66494	676.9273681640625	92930.0	92930.0	1541281101.6192682	788.3745727539062			
1541280779.7448242	677.0162353515625	92930.0	92930.0	1541281101.6992462	787.3861694335938			
1541280779.8249102	677.0162353515625	92934.0	92934.0	1541281101.7790568	787.83544921875			
1541280779.856788	677.549560546875	92928.0	92928.0	1541281101.859044	789.183349609375			
1541280779.968512	677.371826171875	92926.0	92926.0	1541281101.9390872	789.4529418945312			
1541280780.0485928	677.1051025390625	92931.0	92931.0	1541281101.9708538	788.4644775390625			
1541280780.128504	676.9273681640625	92941.0	92941.0	1541281102.082926	789.093505859375			
1541280780.208338	677.7273559570312	92945.0	92945.0	1541281102.1627991	788.7340087890625			
1541280780.288436	677.549560546875	92943.0	92943.0	1541281102.2426848	788.6441650390625			
1541280780.320184	677.8162841796875	92950.0	92950.0	1541281102.3227038	789.093505859375			
1541280780.4160728	677.7273559570312	92950.0	92950.0	1541281102.402703	788.5543212890625			
1541280780.5121121	677.6384887695312	92944.0	92944.0	1541281102.434554	789.0036010742188			
1541280780.591857	677.6384887695312	92950.0	92950.0	1541281102.546581	789.7225952148438			
1541280780.671932	677.2828979492188	92960.0	92960.0	1541281102.626679	789.0036010742188			
1541280780.7520058	678.2607421875	92966.0	92966.0	1541281102.706468	788.3745727539062			
1541280780.8318279	677.371826171875	92954.0	92954.0	1541281102.7863512	788.01513671875			
1541280780.863799	677.9940795898438	92961.0	92961.0	1541281102.8662982	788.5543212890625			
1541280780.960026	677.6384887695312	92965.0	92965.0	1541281102.8983	789.2732543945312			
1541280781.039669	677.8162841796875	92969.0	92969.0	1541281103.0103118	789.4529418945312			
1541280781.1196108	678.4385375976562	92973.0	92973.0	1541281103.090254	790.4415893554688			
1541280781.199456	677.9051513671875	92968.0	92968.0	1541281103.170033	790.1719360351562			
1541280781.279425	677.8162841796875	92972.0	92972.0	1541281103.250207	790.5314331054688			
1541280781.311404	677.9051513671875	92972.0	92972.0	1541281103.330046	790.0820922851562			
1541280781.4233239	678.171875	92966.0	92966.0	1541281103.362178	789.2732543945312			
1541280781.503296	678.171875	92976.0	92976.0	1541281103.4740381	789.90234375			
1541280781.583172	678.3496704101562	92968.0	92968.0	1541281103.5541928	789.90234375			
1541280781.663243	677.9940795898438	92970.0	92970.0	1541281103.6338649	789.7225952148438			
1541280781.743115	678.3496704101562	92957.0	92957.0	1541281103.713996	788.9137573242188			
1541280781.7750778	678.7052612304688	92963.0	92963.0	1541281103.793924	788.9137573242188			
1541280781.8910651	679.1497802734375	92960.0	92960.0	1541281103.82589	789.183349609375			
1541280781.967113	678.2607421875	92954.0	92954.0	1541281103.9379041	789.8124389648438			
1541280782.046763	678.6163940429688	92953.0	92953.0	1541281104.017917	789.6326904296875			
1541280782.126933	678.883056640625	92951.0	92951.0	1541281104.049653	789.4529418945312			
1541280782.207128	678.6163940429688	92955.0	92955.0	1541281104.1776168	789.90234375			
1541280782.238842	679.2387084960938	92956.0	92956.0	1541281104.2578402	791.16064453125			
1541280782.3665931	678.794189453125	92962.0	92962.0	1541281104.289542	790.2618408203125			
1541280782.4464488	678.794189453125	92968.0	92968.0	1541281104.401408	790.9808959960938			
1541280782.526326	678.794189453125	92963.0	92963.0	1541281104.4813309	790.7112426757812			
1541280782.5583282	679.2387084960938	92953.0	92953.0	1541281104.513282	792.0595092773438			
1541280782.6543438	678.9719848632812	92959.0	92959.0	1541281104.641688	792.2393188476562			
1541280782.734236	678.7052612304688	92966.0	92966.0	1541281104.721204	791.9696044921875			
1541280782.8142989	679.5054321289062	92962.0	92962.0	1541281104.7530649	790.7112426757812			
1541280782.910049	679.32763671875	92968.0	92968.0	1541281104.849083	792.6887817382812			
1541280782.9899352	679.41650390625	92978.0	92978.0	1541281104.929067	791.8797607421875			
1541280783.0059562	679.41650390625	92969.0	92969.0	1541281105.009092	793.2282104492188			
1541280783.117907	678.9719848632812	92969.0	92969.0	1541281105.104953	791.9696044921875			
1541280783.197797	679.32763671875	92977.0	92977.0	1541281105.184822	794.037353515625			
1541280783.277743	679.2387084960938	92966.0	92966.0	1541281105.2168782	792.8685913085938			
1541280783.3576572	679.2387084960938	92966.0	92966.0	1541281105.328834	792.8685913085938			
1541280783.437642	679.6832275390625	92971.0	92971.0	1541281105.4089248	793.318115234375			
1541280783.469572	679.9500122070312	92975.0	92975.0	1541281105.440862	793.318115234375			
1541280783.581554	679.7721557617188	92970.0	92970.0	1541281105.552819	794.666748046875			
1541280783.6614919	679.5943603515625	92969.0	92969.0	1541281105.632632	793.4080200195312			
1541280783.741348	679.32763671875	92959.0	92959.0	1541281105.6806521	794.1272583007812			
1541280783.821127	679.32763671875	92975.0	92975.0	1541281105.776631	794.9365234375			
1541280783.900984	679.861083984375	92971.0	92971.0	1541281105.8566122	795.4760131835938			
1541280783.933135	679.5943603515625	92965.0	92965.0	1541281105.936439	794.9365234375			
1541280784.0449438	679.0609130859375	92973.0	92973.0	1541281106.0165582	794.39697265625			
1541280784.124943	679.5054321289062	92975.0	92975.0	1541281106.096437	795.56591796875			
1541280784.2049038	679.41650390625	92976.0	92976.0	1541281106.128374	795.3861083984375			
1541280784.284995	679.861083984375	92962.0	92962.0	1541281106.256099	795.835693359375			
1541280784.364833	679.6832275390625	92967.0	92967.0	1541281106.336085	795.2062377929688			
1541280784.396918	679.5943603515625	92961.0	92961.0	1541281106.368097	792.7786865234375			
1541280784.508817	679.9500122070312	92965.0	92965.0	1541281106.480015	792.598876953125			
1541280784.588871	679.6832275390625	92958.0	92958.0	1541281106.560083	793.2282104492188			
1541280784.6687832	679.6832275390625	92970.0	92970.0	1541281106.639832	795.3861083984375			
1541280784.748615	679.7721557617188	92976.0	92976.0	1541281106.7198231	794.3070678710938			
1541280784.828681	679.861083984375	92967.0	92967.0	1541281106.799851	794.5768432617188			
1541280784.860547	679.5054321289062	92977.0	92977.0	1541281106.831687	794.8465576171875			
1541280784.972476	679.2387084960938	92971.0	92971.0	1541281106.9276931	793.5878295898438			
1541280785.052536	679.861083984375	92970.0	92970.0	1541281107.007431	793.9474487304688			
1541280785.132423	679.32763671875	92972.0	92972.0	1541281107.10342	793.8575439453125			
1541280785.212259	679.41650390625	92968.0	92968.0	1541281107.18336	793.4080200195312			
1541280785.292452	678.9719848632812	92976.0	92976.0	1541281107.2632372	792.4191284179688			
1541280785.3243258	679.9500122070312	92976.0	92976.0	1541281107.2952719	791.0707397460938			
1541280785.436198	679.7721557617188	92972.0	92972.0	1541281107.407109	789.90234375			
1541280785.516187	679.5943603515625	92984.0	92984.0	1541281107.4869251	789.3630981445312			
1541280785.596276	680.0389404296875	92979.0	92979.0	1541281107.5189812	789.9921875			
1541280785.676064	680.0389404296875	92992.0	92992.0	1541281107.630959	788.1948852539062			
1541280785.756086	679.5054321289062	92385.0	92385.0	1541281107.7109299	787.5658569335938			
1541280785.7881112	679.9500122070312	92396.0	92396.0	1541281107.7908669	788.10498046875			
1541280785.8841379	679.2387084960938	92380.0	92380.0	1541281107.870683	786.8471069335938			
1541280785.980067	679.5943603515625	92361.0	92361.0	1541281107.9506571	786.9369506835938			
1541280786.059881	679.41650390625	92369.0	92369.0	1541281107.9828029	787.3861694335938			
1541280786.139874	679.2387084960938	92376.0	92376.0	1541281108.0946891	786.7572021484375			
1541280786.219737	679.32763671875	92367.0	92367.0	1541281108.174688	786.7572021484375			
1541280786.251843	679.5054321289062	92383.0	92383.0	1541281108.2065	787.83544921875			
1541280786.347668	679.32763671875	92387.0	92387.0	1541281108.318547	788.4644775390625			
1541280786.427477	679.41650390625	92388.0	92388.0	1541281108.398421	788.3745727539062			
1541280786.507432	679.1497802734375	92397.0	92397.0	1541281108.478421	786.3079833984375			
1541280786.587446	679.5943603515625	92396.0	92396.0	1541281108.5584152	786.3978271484375			
1541280786.683479	679.5943603515625	92391.0	92391.0	1541281108.638174	785.6791381835938			
1541280786.715352	679.2387084960938	92383.0	92383.0	1541281108.6702452	787.1166381835938			
1541280786.8113542	679.5054321289062	92379.0	92379.0	1541281108.782072	789.2732543945312			
1541280786.891259	679.5054321289062	92380.0	92380.0	1541281108.86208	791.7898559570312			
1541280786.971209	679.41650390625	92388.0	92388.0	1541281108.942006	792.5089721679688			
1541280787.051265	679.2387084960938	92379.0	92379.0	1541281109.022063	790.9808959960938			
1541280787.131297	679.6832275390625	92386.0	92386.0	1541281109.102131	789.4529418945312			
1541280787.163311	679.0609130859375	92382.0	92382.0	1541281109.133993	789.093505859375			
1541280787.275039	679.2387084960938	92378.0	92378.0	1541281109.245762	790.5314331054688			
1541280787.3551931	679.32763671875	92389.0	92389.0	1541281109.325799	790.2618408203125			
1541280787.4350731	679.5943603515625	92398.0	92398.0	1541281109.405757	790.4415893554688			
1541280787.5148852	679.2387084960938	92391.0	92391.0	1541281109.485651	788.1948852539062			
1541280787.5949	679.2387084960938	92381.0	92381.0	1541281109.565542	790.0820922851562			
1541280787.62693	678.883056640625	92384.0	92384.0	1541281109.645576	790.8909912109375			
1541280787.738862	679.1497802734375	92400.0	92400.0	1541281109.677546	789.8124389648438			
1541280787.8187	678.883056640625	92404.0	92404.0	1541281109.789649	789.6326904296875			
1541280787.8985689	679.2387084960938	92384.0	92384.0	1541281109.8696141	789.6326904296875			
1541280787.978576	679.32763671875	92378.0	92378.0	1541281109.949543	788.8239135742188			
1541280788.0585651	679.0609130859375	92389.0	92389.0	1541281110.029493	788.6441650390625			
1541280788.090444	678.7052612304688	92377.0	92377.0	1541281110.109424	788.3745727539062			
1541280788.202307	679.0609130859375	92370.0	92370.0	1541281110.141284	789.4529418945312			
1541280788.282828	678.7052612304688	92370.0	92370.0	1541281110.25332	789.2732543945312			
1541280788.3622699	678.6163940429688	92362.0	92362.0	1541281110.33325	789.8124389648438			
1541280788.442035	679.32763671875	92351.0	92351.0	1541281110.413166	789.0036010742188			
1541280788.522014	678.7052612304688	92352.0	92352.0	1541281110.493002	789.7225952148438			
1541280788.601886	678.5274658203125	92346.0	92346.0	1541281110.5731578	790.2618408203125			
1541280788.6339772	678.7052612304688	92347.0	92347.0	1541281110.60511	790.1719360351562			
1541280788.745864	678.7052612304688	92357.0	92357.0	1541281110.716958	788.9137573242188			
1541280788.825922	678.7052612304688	92350.0	92350.0	1541281110.796888	787.92529296875			
1541280788.905802	679.0609130859375	92356.0	92356.0	1541281110.876889	788.2847290039062			
1541280788.985913	678.6163940429688	92351.0	92351.0	1541281110.9568	787.83544921875			
1541280789.065589	678.5274658203125	92336.0	92336.0	1541281111.036701	786.5775146484375			
1541280789.097551	678.9719848632812	92349.0	92349.0	1541281111.068683	785.9486694335938			
1541280789.209496	678.7052612304688	92354.0	92354.0	1541281111.164789	785.5892944335938			
1541280789.289523	678.883056640625	92350.0	92350.0	1541281111.2446961	784.96044921875			
1541280789.3694878	678.794189453125	92347.0	92347.0	1541281111.3244622	784.3316650390625			
1541280789.4493701	678.2607421875	92339.0	92339.0	1541281111.420297	783.7029418945312			
1541280789.529234	678.6163940429688	92346.0	92346.0	1541281111.500143	783.3436279296875			
1541280789.561235	678.6163940429688	92345.0	92345.0	1541281111.5322042	782.984375			
1541280789.657252	678.4385375976562	92340.0	92340.0	1541281111.628096	783.2538452148438			
1541280789.7530618	678.4385375976562	92346.0	92346.0	1541281111.707964	782.4454956054688			
1541280789.833177	678.6163940429688	92340.0	92340.0	1541281111.7880619	782.0863037109375			
1541280789.9128478	678.5274658203125	92335.0	92335.0	1541281111.867788	782.5353393554688			
1541280789.993064	678.4385375976562	92339.0	92339.0	1541281111.947787	785.5892944335938			
1541280790.024831	678.883056640625	92317.0	92317.0	1541281111.980038	786.7572021484375			
1541280790.12081	678.2607421875	92322.0	92322.0	1541281112.0916631	783.6130981445312			
1541280790.200644	678.794189453125	92323.0	92323.0	1541281112.171662	779.8414306640625			
1541280790.280664	678.7052612304688	92314.0	92314.0	1541281112.251549	781.1882934570312			
1541280790.3607192	678.3496704101562	92313.0	92313.0	1541281112.331583	779.661865234375			
1541280790.440706	678.5274658203125	92309.0	92309.0	1541281112.411529	774.1865234375			
1541280790.47261	679.0609130859375	92303.0	92303.0	1541281112.443595	774.994140625			
1541280790.584434	678.794189453125	92303.0	92303.0	1541281112.571338	775.2633666992188			
1541280790.664379	678.6163940429688	92298.0	92298.0	1541281112.651176	774.0967407226562			
1541280790.744307	678.794189453125	92290.0	92290.0	1541281112.68316	773.199462890625			
1541280790.8242838	678.9719848632812	92295.0	92295.0	1541281112.79524	774.6351928710938			
