MINIREK BAROMETER ALTITUDE	MINIREK BAROMETER ALTITUDE	MINIREK BAROMETER PRESSURE	MINIREK BAROMETER PRESSURE	MINIREK BAROMETER ALTITUDE	MINIREK BAROMETER ALTITUDE	SYSTEM META RECEIVED_TIMESECONDS	SYSTEM META RECEIVED_TIMESECONDS	
X	Y	X	Y	X	Y	X	Y	
1541280860.027749	684.4856567382812	92592.0	92592.0	1541281182.011876	730.84619140625			
1541280860.107523	684.5745849609375	92678.0	92678.0	1541281182.09165	730.7568359375			
1541280860.187711	684.3966674804688	92820.0	92820.0	1541281182.124487	730.66748046875			
1541280860.283355	684.3077392578125	92915.0	92915.0	1541281182.23582	730.935546875			
1541280860.3635972	684.4856567382812	92968.0	92968.0	1541281182.315489	730.84619140625			
1541280860.379314	684.3966674804688	92933.0	92933.0	1541281182.3475032	731.20361328125			
1541280860.491213	684.7525024414062	92834.0	92834.0	1541281182.4601622	730.84619140625			
1541280860.57162	684.4856567382812	92836.0	92836.0	1541281182.53933	730.31005859375			
1541280860.651336	684.5745849609375	92885.0	92885.0	1541281182.619318	730.0420532226562			
1541280860.731153	684.21875	92866.0	92866.0	1541281182.699254	730.48876953125			
1541280860.811126	683.8629760742188	92857.0	92857.0	1541281182.779029	730.0420532226562			
1541280860.843136	684.21875	92898.0	92898.0	1541281182.8110888	730.31005859375			
1541280860.954842	684.0408935546875	93005.0	93005.0	1541281182.923006	730.0420532226562			
1541280861.034949	683.951904296875	92971.0	92971.0	1541281183.002761	730.48876953125			
1541280861.114802	683.8629760742188	92931.0	92931.0	1541281183.082624	730.48876953125			
1541280861.194693	683.8629760742188	92970.0	92970.0	1541281183.1625779	730.7568359375			
1541280861.274538	684.0408935546875	92935.0	92935.0	1541281183.242435	729.8633422851562			
1541280861.306574	683.5961303710938	92952.0	92952.0	1541281183.3225641	730.31005859375			
1541280861.418302	683.7740478515625	93028.0	93028.0	1541281183.354503	729.9526977539062			
1541280861.498255	683.5072021484375	92978.0	92978.0	1541281183.4663548	730.0420532226562			
1541280861.5782132	684.21875	92931.0	92931.0	1541281183.54606	730.1314086914062			
1541280861.658168	683.8629760742188	92934.0	92934.0	1541281183.626495	730.0420532226562			
1541280861.7379782	683.7740478515625	92937.0	92937.0	1541281183.705996	730.220703125			
1541280861.770027	683.418212890625	92890.0	92890.0	1541281183.73789	729.6846313476562			
1541280861.8819442	683.5072021484375	93056.0	93056.0	1541281183.8497322	730.1314086914062			
1541280861.961956	683.5072021484375	93175.0	93175.0	1541281183.945598	729.8633422851562			
1541280862.041831	683.951904296875	93277.0	93277.0	1541281183.97763	729.0592041015625			
1541280862.1216798	683.5961303710938	93328.0	93328.0	1541281184.073567	729.6846313476562			
1541280862.201503	683.7740478515625	93365.0	93365.0	1541281184.153501	729.0592041015625			
1541280862.233554	683.5961303710938	93293.0	93293.0	1541281184.233595	728.9699096679688			
1541280862.3455732	683.68505859375	93222.0	93222.0	1541281184.31339	728.612548828125			
1541280862.425455	683.7740478515625	93205.0	93205.0	1541281184.393327	728.7018432617188			
1541280862.505316	683.2403564453125	93239.0	93239.0	1541281184.425281	728.433837890625			
1541280862.585196	683.3292846679688	93242.0	93242.0	1541281184.5370722	728.0765380859375			
1541280862.6652741	683.5961303710938	93223.0	93223.0	1541281184.6171122	727.7191772460938			
1541280862.69723	683.418212890625	93215.0	93215.0	1541281184.697081	727.9871826171875			
1541280862.809302	683.0625	93112.0	93112.0	1541281184.7769542	727.7191772460938			
1541280862.88897	683.68505859375	92933.0	92933.0	1541281184.85676	727.6298828125			
1541280862.968885	684.21875	92842.0	92842.0	1541281184.936716	727.7191772460938			
1541280863.0489511	683.5961303710938	92884.0	92884.0	1541281184.968749	728.2551879882812			
1541280863.1287549	683.2403564453125	92861.0	92861.0	1541281185.080798	728.3445434570312			
1541280863.1608691	682.9735107421875	92772.0	92772.0	1541281185.160627	727.8978271484375			
1541280863.256862	684.21875	92786.0	92786.0	1541281185.240455	727.7191772460938			
1541280863.352493	684.0408935546875	92969.0	92969.0	1541281185.320529	728.433837890625			
1541280863.4324532	683.7740478515625	93108.0	93108.0	1541281185.400461	728.0765380859375			
1541280863.5125198	683.7740478515625	93147.0	93147.0	1541281185.43243	728.0765380859375			
1541280863.592774	683.7740478515625	93206.0	93206.0	1541281185.544244	728.2551879882812			
1541280863.624334	683.418212890625	93255.0	93255.0	1541281185.624162	728.2551879882812			
1541280863.7361631	683.68505859375	93258.0	93258.0	1541281185.704096	728.433837890625			
1541280863.816344	683.951904296875	93240.0	93240.0	1541281185.784037	728.0765380859375			
1541280863.8481832	683.8629760742188	93255.0	93255.0	1541281185.863948	728.0765380859375			
1541280863.960036	683.7740478515625	93253.0	93253.0	1541281185.895808	728.1658325195312			
1541280864.0399349	683.68505859375	93221.0	93221.0	1541281186.007781	727.3618774414062			
1541280864.119891	684.0408935546875	93301.0	93301.0	1541281186.08756	727.8978271484375			
1541280864.199926	684.21875	93063.0	93063.0	1541281186.167536	728.3445434570312			
1541280864.279737	683.951904296875	92539.0	92539.0	1541281186.2474828	727.54052734375			
1541280864.311745	683.8629760742188	92785.0	92785.0	1541281186.3274748	727.1832275390625			
1541280864.4236119	683.7740478515625	92781.0	92781.0	1541281186.3594391	727.54052734375			
1541280864.519418	684.21875	92677.0	92677.0	1541281186.471416	727.2725830078125			
1541280864.5514848	683.8629760742188	92732.0	92732.0	1541281186.55124	727.2725830078125			
1541280864.647398	683.951904296875	92751.0	92751.0	1541281186.6311822	726.825927734375			
1541280864.7271721	683.8629760742188	92735.0	92735.0	1541281186.711445	727.0939331054688			
1541280864.807347	684.4856567382812	92719.0	92719.0	1541281186.791061	726.825927734375			
1541280864.887116	684.21875	92743.0	92743.0	1541281186.870951	727.0045776367188			
1541280864.9670432	684.4856567382812	92723.0	92723.0	1541281186.902884	727.2725830078125			
1541280864.999122	684.8414306640625	92713.0	92713.0	1541281186.998813	726.5579833984375			
1541280865.126963	684.4856567382812	92746.0	92746.0	1541281187.0789068	726.3793334960938			
1541280865.206924	684.4856567382812	92810.0	92810.0	1541281187.1585898	726.6472778320312			
1541280865.238868	684.4856567382812	92860.0	92860.0	1541281187.2545202	726.5579833984375			
1541280865.350911	684.7525024414062	92881.0	92881.0	1541281187.334568	726.7366333007812			
1541280865.4308548	684.4856567382812	92884.0	92884.0	1541281187.350471	726.20068359375			
1541280865.4628448	684.4856567382812	92885.0	92885.0	1541281187.4626088	726.1113891601562			
1541280865.5747871	684.3966674804688	92875.0	92875.0	1541281187.542231	725.754150390625			
1541280865.654761	684.8414306640625	92817.0	92817.0	1541281187.6223092	726.2900390625			
1541280865.734596	684.8414306640625	92727.0	92727.0	1541281187.702208	725.8434448242188			
1541280865.814548	684.930419921875	92615.0	92615.0	1541281187.781902	726.20068359375			
1541280865.894388	684.930419921875	92515.0	92515.0	1541281187.814075	725.3969116210938			
1541280865.926356	684.7525024414062	92489.0	92489.0	1541281187.925996	725.664794921875			
1541280866.038322	684.7525024414062	92475.0	92475.0	1541281188.0056782	725.664794921875			
1541280866.118277	684.930419921875	92482.0	92482.0	1541281188.0857012	725.1289672851562			
1541280866.198407	684.3966674804688	92506.0	92506.0	1541281188.165838	725.664794921875			
1541280866.2781692	685.197265625	92540.0	92540.0	1541281188.245427	725.3969116210938			
1541280866.3579361	685.2862548828125	92584.0	92584.0	1541281188.2775412	724.8610229492188			
1541280866.38993	685.197265625	92569.0	92569.0	1541281188.389177	724.6824340820312			
1541280866.501926	685.3751831054688	92485.0	92485.0	1541281188.469263	724.9503784179688			
1541280866.5817258	684.930419921875	92394.0	92394.0	1541281188.549122	725.0396728515625			
1541280866.661782	685.1083374023438	94047.0	94047.0	1541281188.6291049	724.41455078125			
1541280866.741725	685.2862548828125	94088.0	94088.0	1541281188.709106	724.1466064453125			
1541280866.8217092	685.4641723632812	94071.0	94071.0	1541281188.7409852	724.3252563476562			
1541280866.85352	685.5531616210938	94063.0	94063.0	1541281188.852842	724.0573120117188			
1541280866.965354	685.9979858398438	94017.0	94017.0	1541281188.932936	724.41455078125			
1541280867.045409	685.8200073242188	94033.0	94033.0	1541281189.012875	723.7894287109375			
1541280867.125171	685.64208984375	94091.0	94091.0	1541281189.0926669	723.7001342773438			
1541280867.2053728	685.8200073242188	94119.0	94119.0	1541281189.172666	723.7001342773438			
1541280867.285092	686.1759033203125	94121.0	94121.0	1541281189.204642	723.8787231445312			
1541280867.317097	685.9089965820312	94117.0	94117.0	1541281189.3165739	723.61083984375			
1541280867.429062	685.9089965820312	94117.0	94117.0	1541281189.396436	722.8965454101562			
1541280867.509019	685.8200073242188	94115.0	94115.0	1541281189.476268	722.98583984375			
1541280867.5888598	686.2648315429688	94105.0	94105.0	1541281189.556223	722.8965454101562			
1541280867.66895	686.2648315429688	94111.0	94111.0	1541281189.588244	723.253662109375			
1541280867.748822	686.0869140625	94098.0	94098.0	1541281189.700193	722.8965454101562			
1541280867.780742	686.4428100585938	94078.0	94078.0	1541281189.7960289	722.7179565429688			
1541280867.892582	686.9766235351562	94064.0	94064.0	1541281189.8281112	723.0751342773438			
1541280867.972563	687.0656127929688	94059.0	94059.0	1541281189.923965	722.2715454101562			
1541280868.052518	686.9766235351562	94054.0	94054.0	1541281190.0038579	722.628662109375			
1541280868.1324449	687.0656127929688	94042.0	94042.0	1541281190.0837681	722.4500732421875			
1541280868.212335	687.1546020507812	94046.0	94046.0	1541281190.164103	722.2715454101562			
1541280868.244647	687.0656127929688	94038.0	94038.0	1541281190.243519	722.0037231445312			
1541280868.340372	686.9766235351562	94014.0	94014.0	1541281190.291561	722.0929565429688			
1541280868.436115	686.7987060546875	93990.0	93990.0	1541281190.387406	721.468017578125			
1541280868.51597	687.2435913085938	93918.0	93918.0	1541281190.467388	721.5573120117188			
1541280868.596191	686.8876342773438	93999.0	93999.0	1541281190.547245	722.1822509765625			
1541280868.675997	687.5994873046875	93796.0	93796.0	1541281190.6271648	721.73583984375			
1541280868.708123	687.4215087890625	92998.0	92998.0	1541281190.707006	721.5573120117188			
1541280868.803957	687.6884765625	93000.0	93000.0	1541281190.78696	721.9144287109375			
1541280868.8838751	687.5994873046875	92952.0	92952.0	1541281190.81884	721.5573120117188			
1541280868.9637709	687.6884765625	92898.0	92898.0	1541281190.930808	720.932373046875			
1541280869.0436711	687.2435913085938	92915.0	92915.0	1541281191.010976	721.2894897460938			
1541280869.123573	687.510498046875	92921.0	92921.0	1541281191.09074	721.0216674804688			
1541280869.1555462	686.9766235351562	92951.0	92951.0	1541281191.1708548	721.1109619140625			
1541280869.2834518	687.4215087890625	93066.0	93066.0	1541281191.250587	721.2894897460938			
1541280869.363449	688.0443725585938	93148.0	93148.0	1541281191.282482	721.2001953125			
1541280869.395485	687.7774658203125	93369.0	93369.0	1541281191.3945332	720.932373046875			
1541280869.507135	687.6884765625	93774.0	93774.0	1541281191.4743402	720.932373046875			
1541280869.587254	687.9553833007812	93964.0	93964.0	1541281191.554094	720.5753173828125			
1541280869.619232	687.7774658203125	93964.0	93964.0	1541281191.634061	720.7538452148438			
1541280869.7471712	687.510498046875	93917.0	93917.0	1541281191.714056	720.3967895507812			
1541280869.827049	688.2223510742188	93954.0	93954.0	1541281191.745939	720.5753173828125			
1541280869.8591292	688.2223510742188	93999.0	93999.0	1541281191.8579578	720.4860229492188			
1541280869.9709399	687.9553833007812	94013.0	94013.0	1541281191.937849	720.1289672851562			
1541280870.050936	687.9553833007812	94002.0	94002.0	1541281192.017898	720.3074951171875			
1541280870.130999	688.4003295898438	93992.0	93992.0	1541281192.0978088	720.21826171875			
1541280870.210932	688.4893188476562	93962.0	93962.0	1541281192.177711	719.950439453125			
1541280870.290708	688.2223510742188	93957.0	93957.0	1541281192.209672	719.950439453125			
1541280870.322752	688.4893188476562	93946.0	93946.0	1541281192.321575	720.6646118164062			
1541280870.418724	688.5783081054688	93920.0	93920.0	1541281192.401421	720.0397338867188			
1541280870.4986281	688.0443725585938	93884.0	93884.0	1541281192.4815328	719.950439453125			
1541280870.5784802	687.866455078125	93847.0	93847.0	1541281192.561318	720.3074951171875			
1541280870.674541	688.4003295898438	93902.0	93902.0	1541281192.641265	719.504150390625			
1541280870.75439	688.3113403320312	93867.0	93867.0	1541281192.673305	718.87939453125			
1541280870.786294	688.4893188476562	93542.0	93542.0	1541281192.785048	719.5934448242188			
1541280870.898323	688.4893188476562	93284.0	93284.0	1541281192.8650298	719.4149169921875			
1541280870.9779809	688.2223510742188	93194.0	93194.0	1541281192.8970282	719.1471557617188			
1541280871.010087	688.4893188476562	93115.0	93115.0	1541281193.008886	719.4149169921875			
1541280871.122402	688.4893188476562	93047.0	93047.0	1541281193.088819	719.1471557617188			
1541280871.201796	688.8452758789062	93082.0	93082.0	1541281193.1686609	719.1471557617188			
1541280871.2337952	688.2223510742188	93059.0	93059.0	1541281193.248619	718.9686279296875			
1541280871.361738	688.1333618164062	92984.0	92984.0	1541281193.328916	719.3256225585938			
1541280871.4417658	688.1333618164062	93031.0	93031.0	1541281193.360488	719.3256225585938			
1541280871.473619	688.8452758789062	93155.0	93155.0	1541281193.4724731	719.2363891601562			
1541280871.5854468	688.6672973632812	93160.0	93160.0	1541281193.552267	719.1471557617188			
1541280871.6654432	688.9342651367188	93108.0	93108.0	1541281193.6320908	718.7901000976562			
1541280871.7453172	688.2223510742188	93223.0	93223.0	1541281193.712558	719.057861328125			
1541280871.825345	688.3113403320312	93368.0	93368.0	1541281193.792046	719.4149169921875			
1541280871.9051762	688.4003295898438	93403.0	93403.0	1541281193.823929	719.057861328125			
1541280871.937174	688.9342651367188	93947.0	93947.0	1541281193.935725	718.43310546875			
1541280872.0490508	688.8452758789062	94029.0	94029.0	1541281194.0315928	718.5223999023438			
1541280872.1292381	688.2223510742188	94053.0	94053.0	1541281194.0635068	718.7901000976562			
1541280872.1610382	688.1333618164062	94046.0	94046.0	1541281194.159446	718.254638671875			
1541280872.273062	689.1122436523438	94041.0	94041.0	1541281194.2394738	718.9686279296875			
1541280872.352872	688.8452758789062	94042.0	94042.0	1541281194.319275	718.1654052734375			
1541280872.432816	688.5783081054688	94043.0	94043.0	1541281194.3990898	718.5223999023438			
1541280872.5128691	688.7562866210938	94043.0	94043.0	1541281194.479115	718.43310546875			
1541280872.592736	688.7562866210938	94047.0	94047.0	1541281194.511144	718.43310546875			
1541280872.624613	688.6672973632812	94049.0	94049.0	1541281194.6228778	717.8084106445312			
1541280872.7524962	688.4893188476562	94057.0	94057.0	1541281194.702801	717.9868774414062			
1541280872.832472	688.8452758789062	93408.0	93408.0	1541281194.782639	717.8084106445312			
1541280872.864429	689.0232543945312	92862.0	92862.0	1541281194.8626199	717.7191772460938			
1541280872.9603798	689.0232543945312	92861.0	92861.0	1541281194.942507	717.8084106445312			
1541280873.0403168	689.0232543945312	92855.0	92855.0	1541281194.974525	717.8084106445312			
1541280873.120207	688.7562866210938	92855.0	92855.0	1541281195.1022851	717.7191772460938			
1541280873.200303	688.0443725585938	92853.0	92853.0	1541281195.1822999	717.451416015625			
1541280873.280142	688.8452758789062	92854.0	92854.0	1541281195.214087	717.8976440429688			
1541280873.3599548	688.7562866210938	92855.0	92855.0	1541281195.310186	717.27294921875			
1541280873.391865	689.0232543945312	92856.0	92856.0	1541281195.406132	717.0052490234375			
1541280873.5036988	688.4003295898438	92853.0	92853.0	1541281195.4858298	717.27294921875			
1541280873.583738	688.7562866210938	92857.0	92857.0	1541281195.5658722	717.0052490234375			
1541280873.663836	688.9342651367188	92863.0	92863.0	1541281195.645853	717.0052490234375			
1541280873.743863	688.3113403320312	92861.0	92861.0	1541281195.677814	717.7191772460938			
1541280873.8236558	688.9342651367188	92862.0	92862.0	1541281195.789681	716.737548828125			
1541280873.855488	689.1122436523438	92865.0	92865.0	1541281195.8696692	716.916015625			
1541280873.967326	688.8452758789062	92865.0	92865.0	1541281195.901796	717.094482421875			
1541280874.047679	688.8452758789062	92866.0	92866.0	1541281196.01354	716.6483154296875			
1541280874.127402	688.8452758789062	92860.0	92860.0	1541281196.0934541	716.023681640625			
1541280874.207338	688.9342651367188	92870.0	92870.0	1541281196.189374	716.380615234375			
1541280874.2872362	688.6672973632812	92866.0	92866.0	1541281196.205369	716.380615234375			
1541280874.319326	688.4003295898438	92866.0	92866.0	1541281196.3174899	715.6668090820312			
1541280874.43123	688.6672973632812	92865.0	92865.0	1541281196.397148	715.6668090820312			
1541280874.511165	689.0232543945312	92869.0	92869.0	1541281196.4771478	715.84521484375			
1541280874.591145	688.4893188476562	92872.0	92872.0	1541281196.55696	715.9344482421875			
1541280874.671057	688.7562866210938	92870.0	92870.0	1541281196.589074	715.5775756835938			
1541280874.7509649	688.6672973632812	92873.0	92873.0	1541281196.717004	715.7560424804688			
1541280874.782868	688.9342651367188	92877.0	92877.0	1541281196.796824	716.023681640625			
1541280874.89477	688.6672973632812	92877.0	92877.0	1541281196.8767722	715.220703125			
1541280874.974804	688.7562866210938	92879.0	92879.0	1541281196.908757	715.4883422851562			
1541280875.054806	688.5783081054688	92880.0	92880.0	1541281197.020747	714.86376953125			
1541280875.13457	688.8452758789062	92874.0	92874.0	1541281197.100508	715.1314697265625			
1541280875.214614	688.5783081054688	92877.0	92877.0	1541281197.180574	715.042236328125			
1541280875.246546	688.5783081054688	92880.0	92880.0	1541281197.260503	715.042236328125			
1541280875.358294	688.9342651367188	92884.0	92884.0	1541281197.3403919	714.6853637695312			
1541280875.4384189	689.290283203125	92886.0	92886.0	1541281197.372274	714.417724609375			
1541280875.518197	688.9342651367188	92878.0	92878.0	1541281197.468238	714.1500854492188			
1541280875.598274	689.2012329101562	92884.0	92884.0	1541281197.5481339	714.1500854492188			
1541280875.678024	688.9342651367188	92884.0	92884.0	1541281197.644074	714.5069580078125			
1541280875.710025	689.3792724609375	92885.0	92885.0	1541281197.723978	714.3284912109375			
1541280875.822	689.2012329101562	92888.0	92888.0	1541281197.803898	713.7040405273438			
1541280875.9020941	689.1122436523438	92890.0	92890.0	1541281197.835978	713.9716796875			
1541280875.9819489	688.5783081054688	92892.0	92892.0	1541281197.9318552	713.8824462890625			
1541280876.061759	688.9342651367188	92895.0	92895.0	1541281198.0116348	713.793212890625			
1541280876.1418052	689.0232543945312	92891.0	92891.0	1541281198.0915358	713.4364013671875			
1541280876.1737652	689.290283203125	92891.0	92891.0	1541281198.171454	713.2579956054688			
1541280876.2696052	688.6672973632812	92890.0	92890.0	1541281198.267426	712.9904174804688			
1541280876.36563	689.2012329101562	92894.0	92894.0	1541281198.2832692	713.3472290039062			
1541280876.445618	688.6672973632812	92898.0	92898.0	1541281198.3951428	712.81201171875			
1541280876.525399	689.1122436523438	92885.0	92885.0	1541281198.4750578	712.5443725585938			
1541280876.605477	688.8452758789062	92889.0	92889.0	1541281198.5549371	712.7227783203125			
1541280876.637422	689.1122436523438	92883.0	92883.0	1541281198.634885	712.5443725585938			
1541280876.733217	688.8452758789062	92885.0	92885.0	1541281198.7147431	711.9200439453125			
1541280876.813208	689.3792724609375	92889.0	92889.0	1541281198.746678	712.7227783203125			
1541280876.8932679	688.6672973632812	92891.0	92891.0	1541281198.8587148	712.1876220703125			
1541280876.9730968	689.46826171875	92892.0	92892.0	1541281198.938553	712.1876220703125			
1541280877.053121	688.9342651367188	92894.0	92894.0	1541281199.018472	712.0092163085938			
1541280877.084964	689.0232543945312	92890.0	92890.0	1541281199.098496	712.0092163085938			
1541280877.212969	689.2012329101562	92894.0	92894.0	1541281199.1782458	711.4740600585938			
1541280877.29298	689.1122436523438	92896.0	92896.0	1541281199.210186	711.3848876953125			
1541280877.324746	688.9342651367188	92890.0	92890.0	1541281199.3222132	711.3848876953125			
1541280877.436811	689.46826171875	92897.0	92897.0	1541281199.402499	710.93896484375			
1541280877.516821	689.1122436523438	92894.0	92894.0	1541281199.48207	711.5632934570312			
1541280877.596622	688.5783081054688	92893.0	92893.0	1541281199.561997	711.20654296875			
1541280877.676555	688.6672973632812	92901.0	92901.0	1541281199.641869	710.314697265625			
1541280877.7565491	689.2012329101562	92893.0	92893.0	1541281199.674027	710.8497924804688			
1541280877.788498	689.2012329101562	92898.0	92898.0	1541281199.7858481	710.5822143554688			
1541280877.900403	689.0232543945312	92901.0	92901.0	1541281199.865706	710.2255249023438			
1541280877.9802508	688.7562866210938	92900.0	92900.0	1541281199.945615	709.8688354492188			
1541280878.060354	689.1122436523438	92903.0	92903.0	1541281200.025711	709.601318359375			
1541280878.140311	688.9342651367188	92904.0	92904.0	1541281200.1054862	710.2255249023438			
1541280878.220212	688.8452758789062	92890.0	92890.0	1541281200.13746	710.2255249023438			
1541280878.252173	689.0232543945312	92839.0	92839.0	1541281200.249364	709.4229736328125			
1541280878.3480031	689.2012329101562	92846.0	92846.0	1541281200.329419	709.5121459960938			
1541280878.427812	689.290283203125	92843.0	92843.0	1541281200.409154	709.9580078125			
1541280878.5237498	689.646240234375	92850.0	92850.0	1541281200.489109	708.887939453125			
1541280878.603792	688.9342651367188	92843.0	92843.0	1541281200.569033	708.6204833984375			
1541280878.683757	689.5572509765625	92849.0	92849.0	1541281200.6010408	708.9771118164062			
1541280878.7157	689.1122436523438	92850.0	92850.0	1541281200.712863	707.996337890625			
1541280878.811572	689.2012329101562	92851.0	92851.0	1541281200.792727	708.887939453125			
1541280878.891476	688.9342651367188	92848.0	92848.0	1541281200.8727198	708.6204833984375			
1541280878.9714181	689.3792724609375	92849.0	92849.0	1541281200.952459	708.5313110351562			
1541280879.0514472	689.1122436523438	92845.0	92845.0	1541281201.03248	708.442138671875			
1541280879.1312718	688.7562866210938	92849.0	92849.0	1541281201.064522	708.442138671875			
1541280879.163418	688.8452758789062	92855.0	92855.0	1541281201.160335	708.0855102539062			
1541280879.291369	689.46826171875	92858.0	92858.0	1541281201.256226	707.7288818359375			
1541280879.3712199	689.290283203125	92853.0	92853.0	1541281201.3361762	708.2637939453125			
1541280879.403095	689.2012329101562	92858.0	92858.0	1541281201.416071	707.3722534179688			
1541280879.514963	689.3792724609375	92855.0	92855.0	1541281201.495987	707.3722534179688			
1541280879.59565	689.290283203125	92858.0	92858.0	1541281201.527843	707.6397094726562			
1541280879.6750588	689.290283203125	92853.0	92853.0	1541281201.6397052	707.2830810546875			
1541280879.754991	689.3792724609375	92853.0	92853.0	1541281201.71972	707.3722534179688			
1541280879.834899	689.1122436523438	92850.0	92850.0	1541281201.799642	707.015625			
1541280879.866704	689.2012329101562	92860.0	92860.0	1541281201.831449	707.7288818359375			
1541280879.9787571	689.46826171875	92855.0	92855.0	1541281201.943433	707.46142578125			
1541280880.0586839	689.5572509765625	92859.0	92859.0	1541281202.023391	707.1939697265625			
1541280880.138592	689.0232543945312	92858.0	92858.0	1541281202.103252	707.015625			
1541280880.2186828	689.0232543945312	92857.0	92857.0	1541281202.18318	706.6590576171875			
1541280880.298522	689.646240234375	92858.0	92858.0	1541281202.263104	706.4807739257812			
1541280880.330461	689.5572509765625	92856.0	92856.0	1541281202.2950242	706.8373413085938			
1541280880.4263391	689.3792724609375	92862.0	92862.0	1541281202.40697	706.302490234375			
1541280880.5064561	689.5572509765625	92857.0	92857.0	1541281202.486819	706.3916015625			
1541280880.5862	689.290283203125	92860.0	92860.0	1541281202.566751	706.4807739257812			
1541280880.68208	689.0232543945312	92869.0	92869.0	1541281202.64661	706.302490234375			
1541280880.762045	689.5572509765625	92862.0	92862.0	1541281202.726588	706.0350341796875			
1541280880.793974	689.5572509765625	92869.0	92869.0	1541281202.7584598	705.7676391601562			
1541280880.889905	689.646240234375	92870.0	92870.0	1541281202.8704588	705.7676391601562			
1541280880.9701362	689.290283203125	92874.0	92874.0	1541281202.950211	705.678466796875			
1541280881.04971	689.46826171875	92873.0	92873.0	1541281203.030277	705.678466796875			
1541280881.1459022	689.646240234375	92876.0	92876.0	1541281203.110096	705.7676391601562			
1541280881.22556	689.3792724609375	92880.0	92880.0	1541281203.190101	705.678466796875			
1541280881.2575092	689.646240234375	92884.0	92884.0	1541281203.222125	705.3219604492188			
1541280881.353525	690.0022583007812	92881.0	92881.0	1541281203.317992	705.2327880859375			
1541280881.433429	689.1122436523438	92884.0	92884.0	1541281203.3977332	705.500244140625			
1541280881.513272	689.46826171875	92885.0	92885.0	1541281203.4938	705.2327880859375			
1541280881.593298	689.646240234375	92884.0	92884.0	1541281203.573745	704.60888671875			
1541280881.6892102	689.46826171875	92878.0	92878.0	1541281203.653568	705.7676391601562			
1541280881.705281	689.290283203125	92877.0	92877.0	1541281203.6855621	705.2327880859375			
1541280881.817159	689.646240234375	92882.0	92882.0	1541281203.7815528	704.9653930664062			
1541280881.897096	689.7352294921875	92884.0	92884.0	1541281203.861492	705.0545654296875			
1541280881.97694	689.3792724609375	92876.0	92876.0	1541281203.941157	704.6980590820312			
1541280882.05709	689.82421875	92880.0	92880.0	1541281204.0212429	704.60888671875			
1541280882.13697	689.82421875	92880.0	92880.0	1541281204.100982	704.7871704101562			
1541280882.169079	690.0022583007812	92878.0	92878.0	1541281204.1809878	704.60888671875			
1541280882.280884	689.5572509765625	92878.0	92878.0	1541281204.212843	704.9653930664062			
1541280882.360825	690.0022583007812	92876.0	92876.0	1541281204.324775	704.519775390625			
1541280882.440636	689.9132690429688	92880.0	92880.0	1541281204.404709	704.1632690429688			
1541280882.5206609	690.3582763671875	92880.0	92880.0	1541281204.4846652	704.0741577148438			
1541280882.600523	690.0912475585938	92879.0	92879.0	1541281204.5645912	704.1632690429688			
1541280882.632501	690.0022583007812	92888.0	92888.0	1541281204.644572	704.60888671875			
1541280882.744509	689.9132690429688	92882.0	92882.0	1541281204.6764941	703.9850463867188			
1541280882.8242738	690.0022583007812	92877.0	92877.0	1541281204.788571	703.9850463867188			
1541280882.9043021	690.0912475585938	92886.0	92886.0	1541281204.868484	703.8067626953125			
1541280882.9842198	689.646240234375	92890.0	92890.0	1541281204.948332	703.8067626953125			
1541280883.064213	690.0912475585938	92886.0	92886.0	1541281205.0282838	703.5394287109375			
1541280883.096297	690.0022583007812	92889.0	92889.0	1541281205.108267	703.8958740234375			
1541280883.208143	690.447265625	92889.0	92889.0	1541281205.1400902	703.3612060546875			
1541280883.288022	690.0912475585938	92894.0	92894.0	1541281205.2521331	703.0046997070312			
1541280883.3678432	690.2692260742188	92891.0	92891.0	1541281205.3320189	703.6285400390625			
1541280883.447923	690.3582763671875	92894.0	92894.0	1541281205.411773	702.9155883789062			
1541280883.527832	690.2692260742188	92892.0	92892.0	1541281205.491677	703.0046997070312			
1541280883.559857	690.2692260742188	92889.0	92889.0	1541281205.571578	703.3612060546875			
1541280883.6717792	690.0912475585938	92897.0	92897.0	1541281205.603627	703.3612060546875			
1541280883.7517471	690.0912475585938	92899.0	92899.0	1541281205.7155561	703.0046997070312			
1541280883.831795	690.8032836914062	92896.0	92896.0	1541281205.795594	703.1829223632812			
1541280883.911673	690.2692260742188	92897.0	92897.0	1541281205.875788	702.4700317382812			
1541280883.991456	690.447265625	92895.0	92895.0	1541281205.955253	703.5394287109375			
1541280884.023486	690.1802368164062	92901.0	92901.0	1541281206.035291	702.9155883789062			
1541280884.135551	690.1802368164062	92902.0	92902.0	1541281206.067157	702.5591430664062			
1541280884.21542	690.0912475585938	92906.0	92906.0	1541281206.179269	702.4700317382812			
1541280884.29549	690.1802368164062	92900.0	92900.0	1541281206.259201	702.5591430664062			
1541280884.375206	690.6253051757812	92905.0	92905.0	1541281206.338832	702.4700317382812			
1541280884.4550898	690.2692260742188	92901.0	92901.0	1541281206.419009	702.4700317382812			
1541280884.487094	690.447265625	92910.0	92910.0	1541281206.498605	702.4700317382812			
1541280884.599334	690.7142944335938	92907.0	92907.0	1541281206.5306199	702.2026977539062			
1541280884.678825	690.8922729492188	92907.0	92907.0	1541281206.642627	702.3809204101562			
